experiment,discount,horizon,c_samples,r_samples,run,t,r,std,q_r,q_std,sample,q_sample
tiger,0.9,1,100,250,33,10,-2.9800000000000004,7.484624239065044,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,11,-1.0,0.0,3.0199999999999996,5.077361519529608,100,100
tiger,0.9,1,100,250,33,12,3.38,4.655706176295922,-1.2400000000000002,7.393402464359694,100,100
tiger,0.9,1,100,250,33,13,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,14,3.3200000000000003,4.730496802662485,1.9400000000000004,6.044534721548053,100,100
tiger,0.9,1,100,250,33,15,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,16,3.38,4.655706176295922,3.08,5.011347124277064,100,100
tiger,0.9,1,100,250,33,17,-3.88,7.371946825635681,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,18,-1.0,0.0,3.26,4.803373814310104,100,100
tiger,0.9,1,100,250,33,19,2.6599999999999997,5.442830146164769,-2.62,7.4990399385521345,100,100
tiger,0.9,1,100,250,33,20,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,21,3.62,4.33538925588003,3.08,5.011347124277064,100,100
tiger,0.9,1,100,250,33,22,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,23,3.3200000000000003,4.730496802662485,3.4400000000000004,4.578908166801339,100,100
tiger,0.9,1,100,250,33,24,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,25,2.84,5.266345981798006,2.72,5.385313361356051,100,100
tiger,0.9,1,100,250,33,26,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,27,3.3799999999999994,4.655706176295923,2.24,5.81226289838992,100,100
tiger,0.9,1,100,250,33,28,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,29,2.24,5.81226289838992,2.24,5.81226289838992,100,100
tiger,0.9,1,100,250,33,30,-2.8600000000000003,7.491355017618642,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,31,-1.0,0.0,1.6399999999999997,6.253830825981784,100,100
tiger,0.9,1,100,250,33,32,3.68,4.2494234903101855,-1.7800000000000002,7.4653600047151105,100,100
tiger,0.9,1,100,250,33,33,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,34,2.48,5.607994293863003,2.72,5.385313361356051,100,100
tiger,0.9,1,100,250,33,35,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,36,2.96,5.141828468550853,2.3,5.762811813689564,100,100
tiger,0.9,1,100,250,33,37,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,38,3.1399999999999997,4.943723293227484,2.6,5.499090833947008,100,100
tiger,0.9,1,100,250,33,39,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,40,2.6,5.499090833947008,2.8999999999999995,5.204805471869242,100,100
tiger,0.9,1,100,250,33,41,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,42,1.88,6.088152429103594,1.4600000000000004,6.369332775102899,100,100
tiger,0.9,1,100,250,33,43,-1.0,0.0,-3.3400000000000003,7.452811550012519,100,100
tiger,0.9,1,100,250,33,44,3.2,4.874423042781576,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,45,-1.0,0.0,3.5600000000000005,4.418868633485272,100,100
tiger,0.9,1,100,250,33,46,2.72,5.385313361356051,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,47,-1.0,0.0,3.2,4.874423042781576,100,100
tiger,0.9,1,100,250,33,48,3.1399999999999997,4.943723293227484,-1.0,0.0,100,100
tiger,0.9,1,100,250,33,49,-1.0,0.0,2.4800000000000004,5.607994293863003,100,100
tiger,0.9,1,100,250,34,0,-1.0,0.0,1.8200000000000003,6.130872694812704,100,100
tiger,0.9,1,100,250,34,1,3.2,4.874423042781576,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,2,-1.0,0.0,3.26,4.803373814310104,100,100
tiger,0.9,1,100,250,34,3,3.08,5.011347124277064,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,4,-1.0,0.0,1.58,6.293139121297097,100,100
tiger,0.9,1,100,250,34,5,3.4400000000000004,4.578908166801339,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,6,-1.0,0.0,3.2,4.874423042781576,100,100
tiger,0.9,1,100,250,34,7,2.4800000000000004,5.607994293863003,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,8,-1.0,0.0,2.5399999999999996,5.5541335958005185,100,100
tiger,0.9,1,100,250,34,9,2.6,5.499090833947008,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,10,-1.0,0.0,1.1,6.579513659838392,100,100
tiger,0.9,1,100,250,34,11,3.38,4.655706176295922,-3.1000000000000005,7.475961476626268,100,100
tiger,0.9,1,100,250,34,12,-2.8600000000000003,7.491355017618642,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,13,-1.0,0.0,2.3600000000000003,5.712302512997714,100,100
tiger,0.9,1,100,250,34,14,3.26,4.803373814310104,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,15,-1.0,0.0,3.1399999999999997,4.943723293227484,100,100
tiger,0.9,1,100,250,34,16,3.62,4.33538925588003,-2.8600000000000003,7.491355017618642,100,100
tiger,0.9,1,100,250,34,17,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,18,3.2600000000000002,4.803373814310104,2.0600000000000005,5.954527689078287,100,100
tiger,0.9,1,100,250,34,19,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,20,3.6800000000000006,4.2494234903101855,3.1399999999999997,4.943723293227484,100,100
tiger,0.9,1,100,250,34,21,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,22,2.5399999999999996,5.5541335958005185,3.1399999999999997,4.943723293227484,100,100
tiger,0.9,1,100,250,34,23,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,24,2.6599999999999997,5.442830146164769,3.08,5.011347124277064,100,100
tiger,0.9,1,100,250,34,25,-3.16,7.470903559811223,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,26,-1.0,0.0,3.4400000000000004,4.578908166801339,100,100
tiger,0.9,1,100,250,34,27,3.1399999999999997,4.943723293227484,-2.9200000000000004,7.488230765674893,100,100
tiger,0.9,1,100,250,34,28,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,29,2.6,5.499090833947008,3.5,4.5,100,100
tiger,0.9,1,100,250,34,30,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,31,3.3200000000000003,4.730496802662485,3.2,4.874423042781576,100,100
tiger,0.9,1,100,250,34,32,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,33,3.5600000000000005,4.418868633485272,2.3,5.762811813689564,100,100
tiger,0.9,1,100,250,34,34,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,35,2.78,5.326499788791885,2.8400000000000003,5.266345981798005,100,100
tiger,0.9,1,100,250,34,36,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,37,3.0199999999999996,5.077361519529608,2.8999999999999995,5.204805471869242,100,100
tiger,0.9,1,100,250,34,38,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,39,2.48,5.607994293863003,2.96,5.141828468550853,100,100
tiger,0.9,1,100,250,34,40,-2.9200000000000004,7.488230765674893,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,41,-1.0,0.0,1.6399999999999997,6.253830825981784,100,100
tiger,0.9,1,100,250,34,42,2.42,5.660706669665899,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,43,-1.0,0.0,2.6,5.499090833947008,100,100
tiger,0.9,1,100,250,34,44,3.2,4.874423042781576,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,45,-1.0,0.0,2.72,5.385313361356051,100,100
tiger,0.9,1,100,250,34,46,2.7800000000000007,5.326499788791885,-3.4600000000000004,7.438306258819948,100,100
tiger,0.9,1,100,250,34,47,-1.48,7.430316278598106,-1.0,0.0,100,100
tiger,0.9,1,100,250,34,48,-2.44,7.499759996159876,2.6599999999999997,5.442830146164769,100,100
tiger,0.9,1,100,250,34,49,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,0,2.8400000000000003,5.266345981798005,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,1,-1.0,0.0,2.3600000000000003,5.712302512997714,100,100
tiger,0.9,1,100,250,35,2,3.0199999999999996,5.077361519529608,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,3,-1.0,0.0,3.08,5.011347124277064,100,100
tiger,0.9,1,100,250,35,4,1.7599999999999998,6.172714151813609,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,5,-1.0,0.0,3.56,4.418868633485273,100,100
tiger,0.9,1,100,250,35,6,2.42,5.660706669665899,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,7,-1.0,0.0,2.72,5.385313361356051,100,100
tiger,0.9,1,100,250,35,8,2.72,5.385313361356051,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,9,-1.0,0.0,2.96,5.141828468550853,100,100
tiger,0.9,1,100,250,35,10,2.54,5.554133595800518,-3.04,7.480534740244176,100,100
tiger,0.9,1,100,250,35,11,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,12,3.2,4.874423042781576,2.78,5.326499788791885,100,100
tiger,0.9,1,100,250,35,13,-2.44,7.499759996159876,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,14,-1.0,0.0,2.6,5.499090833947008,100,100
tiger,0.9,1,100,250,35,15,2.4800000000000004,5.607994293863003,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,16,-1.0,0.0,2.6600000000000006,5.442830146164769,100,100
tiger,0.9,1,100,250,35,17,2.42,5.660706669665899,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,18,-1.0,0.0,2.8400000000000003,5.266345981798005,100,100
tiger,0.9,1,100,250,35,19,2.4200000000000004,5.660706669665899,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,20,-1.0,0.0,2.8400000000000003,5.266345981798005,100,100
tiger,0.9,1,100,250,35,21,3.2,4.874423042781576,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,22,-2.0799999999999996,7.488230765674893,3.38,4.655706176295922,100,100
tiger,0.9,1,100,250,35,23,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,24,2.72,5.385313361356051,2.78,5.326499788791885,100,100
tiger,0.9,1,100,250,35,25,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,26,2.72,5.385313361356051,2.54,5.554133595800518,100,100
tiger,0.9,1,100,250,35,27,-1.0,0.0,-1.3600000000000003,7.41285370151064,100,100
tiger,0.9,1,100,250,35,28,3.3200000000000003,4.730496802662485,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,29,-1.0,0.0,2.5399999999999996,5.5541335958005185,100,100
tiger,0.9,1,100,250,35,30,3.5,4.5,-2.38,7.4990399385521345,100,100
tiger,0.9,1,100,250,35,31,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,32,2.6,5.499090833947008,3.2,4.874423042781576,100,100
tiger,0.9,1,100,250,35,33,-4.18,7.309418581528903,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,34,-1.0,0.0,2.4800000000000004,5.607994293863003,100,100
tiger,0.9,1,100,250,35,35,2.4200000000000004,5.660706669665899,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,36,-3.6399999999999997,7.41285370151064,1.5800000000000005,6.293139121297097,100,100
tiger,0.9,1,100,250,35,37,-1.0,0.0,-2.62,7.4990399385521345,100,100
tiger,0.9,1,100,250,35,38,2.3000000000000007,5.762811813689564,-3.76,7.393402464359694,100,100
tiger,0.9,1,100,250,35,39,-1.0,0.0,-1.6,7.445804187594514,100,100
tiger,0.9,1,100,250,35,40,2.8400000000000003,5.266345981798005,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,41,-3.5800000000000005,7.421832657773955,2.5399999999999996,5.5541335958005185,100,100
tiger,0.9,1,100,250,35,42,-2.62,7.4990399385521345,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,43,-2.92,7.488230765674893,3.3200000000000003,4.730496802662485,100,100
tiger,0.9,1,100,250,35,44,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,45,3.0199999999999996,5.077361519529608,2.42,5.660706669665899,100,100
tiger,0.9,1,100,250,35,46,-1.0,0.0,-2.9200000000000004,7.488230765674893,100,100
tiger,0.9,1,100,250,35,47,2.42,5.660706669665899,-1.0,0.0,100,100
tiger,0.9,1,100,250,35,48,-1.0,0.0,2.1800000000000006,5.860682554105792,100,100
tiger,0.9,1,100,250,35,49,2.9,5.204805471869242,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,0,3.4400000000000004,4.578908166801339,2.72,5.385313361356051,100,100
tiger,0.9,1,100,250,36,1,-2.2600000000000007,7.496159016456361,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,2,-1.0,0.0,2.72,5.385313361356051,100,100
tiger,0.9,1,100,250,36,3,2.5399999999999996,5.5541335958005185,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,4,-1.0,0.0,2.3000000000000007,5.762811813689564,100,100
tiger,0.9,1,100,250,36,5,2.48,5.607994293863003,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,6,-1.0,0.0,2.3600000000000003,5.712302512997714,100,100
tiger,0.9,1,100,250,36,7,3.8000000000000007,4.069397989875161,-3.04,7.480534740244176,100,100
tiger,0.9,1,100,250,36,8,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,9,2.78,5.326499788791885,1.4600000000000004,6.369332775102899,100,100
tiger,0.9,1,100,250,36,10,-2.38,7.4990399385521345,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,11,-1.0,0.0,2.0,6.0,100,100
tiger,0.9,1,100,250,36,12,1.7599999999999998,6.172714151813609,-2.74,7.496159016456361,100,100
tiger,0.9,1,100,250,36,13,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,14,2.96,5.141828468550853,3.08,5.011347124277064,100,100
tiger,0.9,1,100,250,36,15,-1.0,0.0,-2.44,7.499759996159876,100,100
tiger,0.9,1,100,250,36,16,2.48,5.607994293863003,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,17,-1.0,0.0,2.8400000000000003,5.266345981798005,100,100
tiger,0.9,1,100,250,36,18,2.0599999999999996,5.954527689078287,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,19,-1.0,0.0,2.8400000000000003,5.266345981798005,100,100
tiger,0.9,1,100,250,36,20,2.3,5.762811813689564,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,21,-1.0,0.0,2.3600000000000003,5.712302512997714,100,100
tiger,0.9,1,100,250,36,22,3.8600000000000003,3.9749716980124523,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,23,-1.0,0.0,2.0,6.0,100,100
tiger,0.9,1,100,250,36,24,2.9,5.204805471869242,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,25,-1.0,0.0,2.1799999999999997,5.860682554105793,100,100
tiger,0.9,1,100,250,36,26,3.08,5.011347124277064,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,27,-1.0,0.0,1.7000000000000002,6.2136945531623935,100,100
tiger,0.9,1,100,250,36,28,2.8999999999999995,5.204805471869242,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,29,-1.0,0.0,3.5,4.5,100,100
tiger,0.9,1,100,250,36,30,2.9,5.204805471869242,-2.56,7.499759996159876,100,100
tiger,0.9,1,100,250,36,31,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,32,2.0,6.0,1.7000000000000002,6.2136945531623935,100,100
tiger,0.9,1,100,250,36,33,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,34,2.72,5.385313361356051,2.54,5.554133595800518,100,100
tiger,0.9,1,100,250,36,35,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,36,2.9600000000000004,5.141828468550852,2.0600000000000005,5.954527689078287,100,100
tiger,0.9,1,100,250,36,37,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,38,2.78,5.326499788791885,2.9,5.204805471869242,100,100
tiger,0.9,1,100,250,36,39,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,40,2.420000000000001,5.6607066696659,2.3,5.762811813689564,100,100
tiger,0.9,1,100,250,36,41,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,42,2.3,5.762811813689564,3.3200000000000003,4.730496802662485,100,100
tiger,0.9,1,100,250,36,43,-1.0,0.0,-3.04,7.480534740244176,100,100
tiger,0.9,1,100,250,36,44,3.08,5.011347124277064,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,45,-2.0799999999999996,7.488230765674893,3.38,4.655706176295922,100,100
tiger,0.9,1,100,250,36,46,-1.0,0.0,-1.7200000000000002,7.459329728601626,100,100
tiger,0.9,1,100,250,36,47,3.4400000000000004,4.578908166801339,-1.0,0.0,100,100
tiger,0.9,1,100,250,36,48,-2.1999999999999997,7.493997598078078,2.9,5.204805471869242,100,100
tiger,0.9,1,100,250,36,49,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,0,2.42,5.660706669665899,2.8999999999999995,5.204805471869242,100,100
tiger,0.9,1,100,250,37,1,-2.38,7.4990399385521345,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,2,-1.0,0.0,3.0199999999999996,5.077361519529608,100,100
tiger,0.9,1,100,250,37,3,2.3000000000000007,5.762811813689564,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,4,-1.0,0.0,1.9400000000000004,6.044534721548054,100,100
tiger,0.9,1,100,250,37,5,2.3600000000000003,5.712302512997714,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,6,-1.0,0.0,3.2,4.874423042781576,100,100
tiger,0.9,1,100,250,37,7,3.26,4.803373814310104,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,8,-1.0,0.0,1.4600000000000004,6.369332775102899,100,100
tiger,0.9,1,100,250,37,9,2.0,6.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,10,-2.68,7.497839688870388,2.4800000000000004,5.607994293863003,100,100
tiger,0.9,1,100,250,37,11,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,12,3.62,4.33538925588003,3.08,5.011347124277064,100,100
tiger,0.9,1,100,250,37,13,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,14,2.4199999999999995,5.660706669665899,2.42,5.660706669665899,100,100
tiger,0.9,1,100,250,37,15,-2.8600000000000003,7.491355017618642,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,16,-1.0,0.0,2.6599999999999997,5.442830146164769,100,100
tiger,0.9,1,100,250,37,17,2.12,5.908096140043763,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,18,-1.0,0.0,2.9,5.204805471869242,100,100
tiger,0.9,1,100,250,37,19,3.38,4.655706176295922,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,20,-1.0,0.0,3.08,5.011347124277064,100,100
tiger,0.9,1,100,250,37,21,3.0199999999999996,5.077361519529608,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,22,-1.0,0.0,2.9,5.204805471869242,100,100
tiger,0.9,1,100,250,37,23,1.58,6.293139121297097,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,24,-1.0,0.0,2.1800000000000006,5.860682554105792,100,100
tiger,0.9,1,100,250,37,25,2.78,5.326499788791885,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,26,-1.0,0.0,3.74,4.160817227420594,100,100
tiger,0.9,1,100,250,37,27,2.24,5.81226289838992,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,28,-1.0,0.0,2.12,5.908096140043763,100,100
tiger,0.9,1,100,250,37,29,3.38,4.655706176295922,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,30,-1.0,0.0,2.8999999999999995,5.204805471869242,100,100
tiger,0.9,1,100,250,37,31,3.0199999999999996,5.077361519529608,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,32,-1.0,0.0,3.2,4.874423042781576,100,100
tiger,0.9,1,100,250,37,33,3.26,4.803373814310104,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,34,-1.0,0.0,2.8400000000000003,5.266345981798005,100,100
tiger,0.9,1,100,250,37,35,2.0,6.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,36,-1.0,0.0,2.8400000000000003,5.266345981798005,100,100
tiger,0.9,1,100,250,37,37,3.2,4.874423042781576,-0.94,7.335966194033339,100,100
tiger,0.9,1,100,250,37,38,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,39,2.78,5.326499788791885,1.88,6.088152429103594,100,100
tiger,0.9,1,100,250,37,40,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,41,3.3200000000000003,4.730496802662485,2.72,5.385313361356051,100,100
tiger,0.9,1,100,250,37,42,-1.0,0.0,-2.68,7.497839688870388,100,100
tiger,0.9,1,100,250,37,43,2.0,6.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,44,-1.0,0.0,2.8999999999999995,5.204805471869242,100,100
tiger,0.9,1,100,250,37,45,2.1799999999999997,5.860682554105793,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,46,-1.9000000000000004,7.475961476626268,3.0199999999999996,5.077361519529608,100,100
tiger,0.9,1,100,250,37,47,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,37,48,2.3000000000000007,5.762811813689564,1.88,6.088152429103594,100,100
tiger,0.9,1,100,250,37,49,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,0,2.6599999999999997,5.442830146164769,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,1,-3.16,7.470903559811223,3.0199999999999996,5.077361519529608,100,100
tiger,0.9,1,100,250,38,2,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,3,3.0199999999999996,5.077361519529608,2.42,5.660706669665899,100,100
tiger,0.9,1,100,250,38,4,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,5,2.9,5.204805471869242,2.3000000000000007,5.762811813689564,100,100
tiger,0.9,1,100,250,38,6,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,7,2.3000000000000007,5.762811813689564,3.5600000000000005,4.418868633485272,100,100
tiger,0.9,1,100,250,38,8,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,9,3.38,4.655706176295922,3.26,4.803373814310104,100,100
tiger,0.9,1,100,250,38,10,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,11,3.3200000000000003,4.730496802662485,1.6400000000000001,6.253830825981784,100,100
tiger,0.9,1,100,250,38,12,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,13,2.72,5.385313361356051,2.96,5.141828468550853,100,100
tiger,0.9,1,100,250,38,14,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,15,3.26,4.803373814310104,2.6,5.499090833947008,100,100
tiger,0.9,1,100,250,38,16,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,17,3.6800000000000006,4.2494234903101855,2.4800000000000004,5.607994293863003,100,100
tiger,0.9,1,100,250,38,18,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,19,3.4400000000000004,4.578908166801339,1.4,6.406246951218787,100,100
tiger,0.9,1,100,250,38,20,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,21,2.0,6.0,2.3000000000000007,5.762811813689564,100,100
tiger,0.9,1,100,250,38,22,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,23,2.9,5.204805471869242,2.96,5.141828468550853,100,100
tiger,0.9,1,100,250,38,24,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,25,2.54,5.554133595800518,2.78,5.326499788791885,100,100
tiger,0.9,1,100,250,38,26,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,27,2.72,5.385313361356051,2.42,5.660706669665899,100,100
tiger,0.9,1,100,250,38,28,-2.68,7.497839688870388,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,29,-2.8600000000000003,7.491355017618642,3.1399999999999997,4.943723293227484,100,100
tiger,0.9,1,100,250,38,30,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,31,2.96,5.141828468550853,2.42,5.660706669665899,100,100
tiger,0.9,1,100,250,38,32,-1.6600000000000001,7.452811550012519,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,33,-2.62,7.4990399385521345,2.24,5.81226289838992,100,100
tiger,0.9,1,100,250,38,34,-1.6600000000000001,7.452811550012519,-2.68,7.497839688870388,100,100
tiger,0.9,1,100,250,38,35,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,36,1.88,6.088152429103594,3.38,4.655706176295922,100,100
tiger,0.9,1,100,250,38,37,-2.32,7.497839688870388,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,38,-1.0,0.0,2.78,5.326499788791885,100,100
tiger,0.9,1,100,250,38,39,1.1,6.579513659838392,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,40,-1.0,0.0,3.0199999999999996,5.077361519529608,100,100
tiger,0.9,1,100,250,38,41,2.0600000000000005,5.954527689078287,-3.1,7.475961476626268,100,100
tiger,0.9,1,100,250,38,42,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,43,2.96,5.141828468550853,2.5399999999999996,5.5541335958005185,100,100
tiger,0.9,1,100,250,38,44,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,45,2.3,5.762811813689564,3.26,4.803373814310104,100,100
tiger,0.9,1,100,250,38,46,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,47,2.5399999999999996,5.5541335958005185,2.8400000000000003,5.266345981798005,100,100
tiger,0.9,1,100,250,38,48,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,38,49,2.24,5.81226289838992,2.72,5.385313361356051,100,100
tiger,0.9,1,100,250,39,0,-1.0,0.0,4.220000000000001,3.3304053807307,100,100
tiger,0.9,1,100,250,39,1,2.24,5.81226289838992,-1.0,0.0,100,100
tiger,0.9,1,100,250,39,2,-1.0,0.0,3.3200000000000003,4.730496802662485,100,100
tiger,0.9,1,100,250,39,3,2.6,5.499090833947008,-1.0,0.0,100,100
tiger,0.9,1,100,250,39,4,-1.0,0.0,1.52,6.331634859971001,100,100
tiger,0.9,1,100,250,39,5,2.4800000000000004,5.607994293863003,-1.0,0.0,100,100
tiger,0.9,1,100,250,39,6,-1.0,0.0,3.6800000000000006,4.2494234903101855,100,100
tiger,0.9,1,100,250,39,7,2.5399999999999996,5.5541335958005185,-1.0,0.0,100,100
tiger,0.9,1,100,250,39,8,-2.74,7.496159016456361,2.84,5.266345981798006,100,100
tiger,0.9,1,100,250,39,9,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,39,10,3.62,4.33538925588003,2.78,5.326499788791885,100,100
tiger,0.9,1,100,250,39,11,-1.0,0.0,-1.0,0.0,100,100
tiger,0.9,1,100,250,39,12,3.0199999999999996,5.077361519529608,3.38,4.655706176295922,100,100
tiger,0.9,1,100,250,39,13,-1.0,0.0,-1.0,0.0,100,100
