experiment,discount,horizon,c_samples,r_samples,run,t,r,std,q_r,q_std,sample,q_sample
tiger,0.9,1,5,250,29,17,-3.0400000000000005,7.480534740244176,-2.8600000000000003,7.491355017618642,5,5
tiger,0.9,1,5,250,29,18,-1.9600000000000004,7.480534740244176,-2.26,7.496159016456361,5,5
tiger,0.9,1,5,250,29,19,-1.8400000000000003,7.470903559811223,-2.38,7.4990399385521345,5,5
tiger,0.9,1,5,250,29,20,-1.0,0.0,-2.62,7.4990399385521345,5,5
tiger,0.9,1,5,250,29,21,3.0199999999999996,5.077361519529608,-3.6400000000000006,7.41285370151064,5,5
tiger,0.9,1,5,250,29,22,-2.74,7.496159016456361,-2.9200000000000004,7.488230765674893,5,5
tiger,0.9,1,5,250,29,23,-3.3400000000000003,7.452811550012519,-2.8600000000000003,7.491355017618642,5,5
tiger,0.9,1,5,250,29,24,-2.38,7.4990399385521345,-3.1,7.475961476626268,5,5
tiger,0.9,1,5,250,29,25,-3.76,7.393402464359694,-1.0,0.0,5,5
tiger,0.9,1,5,250,29,26,-4.0600000000000005,7.335966194033339,2.72,5.385313361356051,5,5
tiger,0.9,1,5,250,29,27,-1.8400000000000003,7.470903559811223,-2.86,7.491355017618642,5,5
tiger,0.9,1,5,250,29,28,-2.44,7.499759996159876,-2.38,7.4990399385521345,5,5
tiger,0.9,1,5,250,29,29,-2.32,7.497839688870388,-1.8400000000000003,7.470903559811223,5,5
tiger,0.9,1,5,250,29,30,-3.5799999999999996,7.421832657773955,-1.0,0.0,5,5
tiger,0.9,1,5,250,29,31,-1.0,0.0,2.5399999999999996,5.5541335958005185,5,5
tiger,0.9,1,5,250,29,32,-1.0,0.0,-2.74,7.496159016456361,5,5
tiger,0.9,1,5,250,29,33,-9.160000000000002,3.4488258871679793,-3.2800000000000007,7.459329728601626,5,5
tiger,0.9,1,5,250,29,34,-2.0799999999999996,7.488230765674893,-2.32,7.497839688870388,5,5
tiger,0.9,1,5,250,29,35,-1.0,0.0,-3.16,7.470903559811223,5,5
tiger,0.9,1,5,250,29,36,2.7800000000000007,5.326499788791885,-1.0,0.0,5,5
tiger,0.9,1,5,250,29,37,-1.0,0.0,2.72,5.385313361356051,5,5
tiger,0.9,1,5,250,29,38,1.6400000000000001,6.253830825981784,-1.0,0.0,5,5
tiger,0.9,1,5,250,29,39,-2.2600000000000007,7.496159016456361,2.5400000000000005,5.554133595800519,5,5
tiger,0.9,1,5,250,29,40,-1.6600000000000001,7.452811550012519,-4.300000000000001,7.280796659706959,5,5
tiger,0.9,1,5,250,29,41,-2.44,7.499759996159876,-2.68,7.497839688870388,5,5
tiger,0.9,1,5,250,29,42,-3.1,7.475961476626268,-2.5,7.5,5,5
tiger,0.9,1,5,250,29,43,-1.0,0.0,-1.0,0.0,5,5
tiger,0.9,1,5,250,29,44,3.0199999999999996,5.077361519529608,3.0199999999999996,5.077361519529608,5,5
tiger,0.9,1,5,250,29,45,-2.5,7.5,-1.0,0.0,5,5
tiger,0.9,1,5,250,29,46,-2.8600000000000003,7.491355017618642,2.3000000000000007,5.762811813689564,5,5
tiger,0.9,1,5,250,29,47,-2.8600000000000003,7.491355017618642,-3.2800000000000002,7.4593297286016265,5,5
tiger,0.9,1,5,250,29,48,-1.0,0.0,-1.0,0.0,5,5
tiger,0.9,1,5,250,29,49,1.58,6.293139121297097,2.9,5.204805471869242,5,5
tiger,0.9,1,5,250,30,0,-0.8799999999999999,7.322950225148332,-0.7599999999999998,7.295368393713918,5,5
tiger,0.9,1,5,250,30,1,-2.44,7.499759996159876,-1.4800000000000004,7.430316278598105,5,5
tiger,0.9,1,5,250,30,2,-2.8600000000000003,7.491355017618642,-3.76,7.393402464359694,5,5
tiger,0.9,1,5,250,30,3,-1.0,0.0,-2.38,7.4990399385521345,5,5
tiger,0.9,1,5,250,30,4,2.5399999999999996,5.5541335958005185,-2.68,7.497839688870388,5,5
tiger,0.9,1,5,250,30,5,-2.32,7.497839688870388,-2.38,7.4990399385521345,5,5
tiger,0.9,1,5,250,30,6,-3.3999999999999995,7.445804187594513,-3.1,7.475961476626268,5,5
tiger,0.9,1,5,250,30,7,-2.5,7.5,-3.3400000000000003,7.452811550012519,5,5
tiger,0.9,1,5,250,30,8,-3.7600000000000007,7.393402464359695,-1.6,7.445804187594514,5,5
tiger,0.9,1,5,250,30,9,-1.8400000000000003,7.470903559811223,-1.0,0.0,5,5
tiger,0.9,1,5,250,30,10,-2.1399999999999997,7.491355017618642,3.7400000000000007,4.160817227420595,5,5
tiger,0.9,1,5,250,30,11,-1.9599999999999995,7.480534740244176,-1.2999999999999998,7.403377607551839,5,5
tiger,0.9,1,5,250,30,12,-2.3200000000000007,7.497839688870388,-1.6600000000000001,7.452811550012519,5,5
tiger,0.9,1,5,250,30,13,-2.62,7.4990399385521345,-2.92,7.488230765674893,5,5
tiger,0.9,1,5,250,30,14,-1.7800000000000002,7.4653600047151105,-1.8400000000000003,7.470903559811223,5,5
tiger,0.9,1,5,250,30,15,-2.8600000000000003,7.491355017618642,-3.4600000000000004,7.438306258819948,5,5
tiger,0.9,1,5,250,30,16,-2.62,7.4990399385521345,-3.3399999999999994,7.452811550012519,5,5
tiger,0.9,1,5,250,30,17,-1.7800000000000002,7.4653600047151105,-2.68,7.497839688870388,5,5
tiger,0.9,1,5,250,30,18,-3.5200000000000005,7.430316278598105,-1.6600000000000006,7.452811550012519,5,5
tiger,0.9,1,5,250,30,19,-1.0,0.0,-3.5800000000000005,7.421832657773955,5,5
tiger,0.9,1,5,250,30,20,2.24,5.81226289838992,-3.22,7.4653600047151105,5,5
tiger,0.9,1,5,250,30,21,-1.6600000000000001,7.452811550012519,-1.9600000000000004,7.480534740244176,5,5
tiger,0.9,1,5,250,30,22,-2.62,7.4990399385521345,-3.5800000000000005,7.421832657773955,5,5
tiger,0.9,1,5,250,30,23,-1.9600000000000004,7.480534740244176,-2.62,7.4990399385521345,5,5
tiger,0.9,1,5,250,30,24,-2.5,7.5,-1.3600000000000003,7.41285370151064,5,5
tiger,0.9,1,5,250,30,25,-2.1399999999999997,7.491355017618642,-2.9800000000000004,7.484624239065044,5,5
tiger,0.9,1,5,250,30,26,-2.8000000000000003,7.493997598078078,-1.8400000000000003,7.470903559811223,5,5
tiger,0.9,1,5,250,30,27,-2.32,7.497839688870388,-3.0400000000000005,7.480534740244176,5,5
tiger,0.9,1,5,250,30,28,-3.1000000000000005,7.475961476626268,-1.0,0.0,5,5
tiger,0.9,1,5,250,30,29,-2.44,7.499759996159876,2.54,5.554133595800518,5,5
tiger,0.9,1,5,250,30,30,-1.0,0.0,-3.4000000000000004,7.445804187594514,5,5
tiger,0.9,1,5,250,30,31,-1.0,0.0,-1.9600000000000004,7.480534740244176,5,5
tiger,0.9,1,5,250,30,32,-2.62,7.4990399385521345,-1.0,0.0,5,5
tiger,0.9,1,5,250,30,33,-3.1,7.475961476626268,1.58,6.293139121297097,5,5
tiger,0.9,1,5,250,30,34,-2.9200000000000004,7.488230765674893,-2.26,7.496159016456361,5,5
tiger,0.9,1,5,250,30,35,-2.8600000000000003,7.491355017618642,-1.0,0.0,5,5
tiger,0.9,1,5,250,30,36,-3.2800000000000002,7.4593297286016265,-1.0,0.0,5,5
tiger,0.9,1,5,250,30,37,-1.9600000000000004,7.480534740244176,4.3999999999999995,2.9393876913398134,5,5
tiger,0.9,1,5,250,30,38,-2.62,7.4990399385521345,-1.0,0.0,5,5
tiger,0.9,1,5,250,30,39,-1.0,0.0,-7.300000000000001,5.762811813689564,5,5
tiger,0.9,1,5,250,30,40,2.8999999999999995,5.204805471869242,-1.0,0.0,5,5
tiger,0.9,1,5,250,30,41,-1.48,7.430316278598106,2.48,5.607994293863003,5,5
tiger,0.9,1,5,250,30,42,-2.38,7.4990399385521345,-1.0,0.0,5,5
tiger,0.9,1,5,250,30,43,-2.0199999999999996,7.484624239065044,-6.64,6.253830825981784,5,5
tiger,0.9,1,5,250,30,44,-2.68,7.497839688870388,-1.9000000000000004,7.475961476626268,5,5
tiger,0.9,1,5,250,30,45,-2.92,7.488230765674893,-2.5,7.5,5,5
tiger,0.9,1,5,250,30,46,-1.0,0.0,-2.9800000000000004,7.484624239065044,5,5
tiger,0.9,1,5,250,30,47,3.0199999999999996,5.077361519529608,-0.4599999999999995,7.21722938529738,5,5
tiger,0.9,1,5,250,30,48,-1.9000000000000004,7.475961476626268,-1.0,0.0,5,5
tiger,0.9,1,5,250,30,49,-2.5,7.5,2.4800000000000004,5.607994293863003,5,5
tiger,0.9,1,5,250,31,0,-2.0799999999999996,7.488230765674893,-0.6399999999999997,7.265700241545889,5,5
tiger,0.9,1,5,250,31,1,-3.5800000000000005,7.421832657773955,-1.0,0.0,5,5
tiger,0.9,1,5,250,31,2,-2.8600000000000003,7.491355017618642,3.8000000000000007,4.069397989875161,5,5
tiger,0.9,1,5,250,31,3,-1.8999999999999995,7.475961476626268,-2.32,7.497839688870388,5,5
tiger,0.9,1,5,250,31,4,-2.32,7.497839688870388,-2.9200000000000004,7.488230765674893,5,5
tiger,0.9,1,5,250,31,5,-2.0200000000000005,7.484624239065044,-1.8999999999999995,7.475961476626268,5,5
tiger,0.9,1,5,250,31,6,-1.9000000000000004,7.475961476626268,-2.1399999999999997,7.491355017618642,5,5
tiger,0.9,1,5,250,31,7,-2.32,7.497839688870388,-1.0,0.0,5,5
tiger,0.9,1,5,250,31,8,-2.62,7.4990399385521345,-1.0,0.0,5,5
tiger,0.9,1,5,250,31,9,-2.1399999999999997,7.491355017618642,-3.5799999999999996,7.421832657773955,5,5
tiger,0.9,1,5,250,31,10,-1.0,0.0,-1.6,7.445804187594514,5,5
tiger,0.9,1,5,250,31,11,2.12,5.908096140043763,-2.62,7.4990399385521345,5,5
tiger,0.9,1,5,250,31,12,-1.0,0.0,-2.44,7.499759996159876,5,5
tiger,0.9,1,5,250,31,13,3.08,5.011347124277064,-2.92,7.488230765674893,5,5
tiger,0.9,1,5,250,31,14,-2.8000000000000003,7.493997598078078,-2.92,7.488230765674893,5,5
tiger,0.9,1,5,250,31,15,-2.38,7.4990399385521345,-2.38,7.4990399385521345,5,5
tiger,0.9,1,5,250,31,16,-1.12,7.371946825635681,-1.0,0.0,5,5
tiger,0.9,1,5,250,31,17,-1.0,0.0,2.48,5.607994293863003,5,5
tiger,0.9,1,5,250,31,18,3.0199999999999996,5.077361519529608,-3.0400000000000005,7.480534740244176,5,5
tiger,0.9,1,5,250,31,19,-3.22,7.4653600047151105,-2.86,7.491355017618642,5,5
tiger,0.9,1,5,250,31,20,-2.8000000000000003,7.493997598078078,-2.56,7.499759996159876,5,5
tiger,0.9,1,5,250,31,21,-2.56,7.499759996159876,-2.74,7.496159016456361,5,5
tiger,0.9,1,5,250,31,22,-3.4600000000000004,7.438306258819948,-2.8000000000000003,7.493997598078078,5,5
tiger,0.9,1,5,250,31,23,-2.26,7.496159016456361,-1.0,0.0,5,5
tiger,0.9,1,5,250,31,24,-2.8600000000000003,7.491355017618642,2.4800000000000004,5.607994293863003,5,5
tiger,0.9,1,5,250,31,25,-2.38,7.4990399385521345,-2.26,7.496159016456361,5,5
tiger,0.9,1,5,250,31,26,-1.0,0.0,-2.44,7.499759996159876,5,5
tiger,0.9,1,5,250,31,27,3.3200000000000003,4.730496802662485,-1.7200000000000002,7.459329728601626,5,5
tiger,0.9,1,5,250,31,28,-2.1399999999999997,7.491355017618642,-2.74,7.496159016456361,5,5
tiger,0.9,1,5,250,31,29,-3.4600000000000004,7.438306258819948,-2.8000000000000003,7.493997598078078,5,5
tiger,0.9,1,5,250,31,30,-2.5,7.5,-2.8000000000000003,7.493997598078078,5,5
tiger,0.9,1,5,250,31,31,-2.32,7.497839688870388,-2.1999999999999997,7.493997598078078,5,5
tiger,0.9,1,5,250,31,32,-2.1999999999999997,7.493997598078078,-1.42,7.421832657773955,5,5
tiger,0.9,1,5,250,31,33,-2.44,7.499759996159876,-2.5,7.5,5,5
tiger,0.9,1,5,250,31,34,-2.9200000000000004,7.488230765674893,-2.74,7.496159016456361,5,5
tiger,0.9,1,5,250,31,35,-2.56,7.499759996159876,-2.0799999999999996,7.488230765674893,5,5
tiger,0.9,1,5,250,31,36,-1.7800000000000002,7.4653600047151105,-2.1399999999999997,7.491355017618642,5,5
tiger,0.9,1,5,250,31,37,-2.68,7.497839688870388,-2.9200000000000004,7.488230765674893,5,5
tiger,0.9,1,5,250,31,38,-3.0400000000000005,7.480534740244176,-2.74,7.496159016456361,5,5
tiger,0.9,1,5,250,31,39,-2.68,7.497839688870388,-2.26,7.496159016456361,5,5
tiger,0.9,1,5,250,31,40,-2.8000000000000003,7.493997598078078,-1.0,0.0,5,5
tiger,0.9,1,5,250,31,41,-1.0,0.0,2.3600000000000003,5.712302512997714,5,5
tiger,0.9,1,5,250,31,42,2.42,5.660706669665899,-1.3599999999999999,7.41285370151064,5,5
tiger,0.9,1,5,250,31,43,-2.5,7.5,-2.1399999999999997,7.491355017618642,5,5
tiger,0.9,1,5,250,31,44,-2.62,7.4990399385521345,-3.3400000000000003,7.452811550012519,5,5
tiger,0.9,1,5,250,31,45,-2.0199999999999996,7.484624239065044,-1.0,0.0,5,5
tiger,0.9,1,5,250,31,46,-1.4200000000000004,7.421832657773955,2.420000000000001,5.6607066696659,5,5
tiger,0.9,1,5,250,31,47,-1.0,0.0,-2.32,7.497839688870388,5,5
tiger,0.9,1,5,250,31,48,1.52,6.331634859971001,-2.5,7.5,5,5
tiger,0.9,1,5,250,31,49,-3.2800000000000002,7.4593297286016265,-2.9800000000000004,7.484624239065044,5,5
tiger,0.9,1,5,250,32,0,-1.2400000000000002,7.393402464359695,-0.4599999999999995,7.21722938529738,5,5
tiger,0.9,1,5,250,32,1,-2.38,7.4990399385521345,-2.1399999999999997,7.491355017618642,5,5
tiger,0.9,1,5,250,32,2,-2.5,7.5,-1.0,0.0,5,5
tiger,0.9,1,5,250,32,3,-1.0,0.0,3.5,4.5,5,5
tiger,0.9,1,5,250,32,4,3.26,4.803373814310104,-1.0,0.0,5,5
tiger,0.9,1,5,250,32,5,-1.9599999999999995,7.480534740244176,-7.779999999999999,5.326499788791885,5,5
tiger,0.9,1,5,250,32,6,-3.0400000000000005,7.480534740244176,-2.1399999999999997,7.491355017618642,5,5
tiger,0.9,1,5,250,32,7,-2.44,7.499759996159876,-2.32,7.497839688870388,5,5
tiger,0.9,1,5,250,32,8,-2.9800000000000004,7.484624239065044,-2.62,7.4990399385521345,5,5
tiger,0.9,1,5,250,32,9,-2.62,7.4990399385521345,-1.0,0.0,5,5
tiger,0.9,1,5,250,32,10,-2.56,7.499759996159876,2.5400000000000005,5.554133595800519,5,5
tiger,0.9,1,5,250,32,11,-2.26,7.496159016456361,-2.44,7.499759996159876,5,5
tiger,0.9,1,5,250,32,12,-2.38,7.4990399385521345,-2.44,7.499759996159876,5,5
tiger,0.9,1,5,250,32,13,-1.0,0.0,-3.2800000000000002,7.4593297286016265,5,5
tiger,0.9,1,5,250,32,14,2.78,5.326499788791885,-3.7000000000000006,7.40337760755184,5,5
tiger,0.9,1,5,250,32,15,-2.98,7.484624239065044,-2.1999999999999997,7.493997598078078,5,5
tiger,0.9,1,5,250,32,16,-2.68,7.497839688870388,-2.1999999999999997,7.493997598078078,5,5
tiger,0.9,1,5,250,32,17,-3.4600000000000004,7.438306258819948,-2.26,7.496159016456361,5,5
tiger,0.9,1,5,250,32,18,-1.2999999999999998,7.40337760755184,-3.04,7.480534740244176,5,5
tiger,0.9,1,5,250,32,19,-2.44,7.499759996159876,-2.38,7.4990399385521345,5,5
tiger,0.9,1,5,250,32,20,-2.38,7.4990399385521345,-2.86,7.491355017618642,5,5
tiger,0.9,1,5,250,32,21,-1.9000000000000004,7.475961476626268,-3.5799999999999996,7.421832657773955,5,5
tiger,0.9,1,5,250,32,22,-1.6600000000000001,7.452811550012519,-3.1,7.475961476626268,5,5
tiger,0.9,1,5,250,32,23,-1.0,0.0,-2.1999999999999997,7.493997598078078,5,5
tiger,0.9,1,5,250,32,24,1.9400000000000004,6.044534721548053,-1.0,0.0,5,5
tiger,0.9,1,5,250,32,25,-1.0,0.0,2.0600000000000005,5.954527689078287,5,5
tiger,0.9,1,5,250,32,26,2.6,5.499090833947008,-3.6399999999999997,7.41285370151064,5,5
tiger,0.9,1,5,250,32,27,-2.44,7.499759996159876,-2.1399999999999997,7.491355017618642,5,5
tiger,0.9,1,5,250,32,28,-2.98,7.484624239065044,-1.0,0.0,5,5
tiger,0.9,1,5,250,32,29,-1.0,0.0,3.1399999999999997,4.943723293227484,5,5
tiger,0.9,1,5,250,32,30,2.3000000000000007,5.762811813689564,-1.0,0.0,5,5
tiger,0.9,1,5,250,32,31,-4.0600000000000005,7.335966194033339,2.5399999999999996,5.5541335958005185,5,5
tiger,0.9,1,5,250,32,32,-2.1999999999999997,7.493997598078078,-2.5,7.5,5,5
tiger,0.9,1,5,250,32,33,-2.56,7.499759996159876,-2.0199999999999996,7.484624239065044,5,5
tiger,0.9,1,5,250,32,34,-2.38,7.4990399385521345,-1.0,0.0,5,5
tiger,0.9,1,5,250,32,35,-2.56,7.499759996159876,2.3000000000000007,5.762811813689564,5,5
tiger,0.9,1,5,250,32,36,-1.0,0.0,-1.8400000000000003,7.470903559811223,5,5
tiger,0.9,1,5,250,32,37,3.1399999999999997,4.943723293227484,-1.54,7.438306258819948,5,5
tiger,0.9,1,5,250,32,38,-3.1,7.475961476626268,-2.9200000000000004,7.488230765674893,5,5
tiger,0.9,1,5,250,32,39,-1.0,0.0,-1.6600000000000001,7.452811550012519,5,5
tiger,0.9,1,5,250,32,40,2.78,5.326499788791885,-1.2399999999999998,7.393402464359695,5,5
tiger,0.9,1,5,250,32,41,-2.1999999999999997,7.493997598078078,-2.9200000000000004,7.488230765674893,5,5
tiger,0.9,1,5,250,32,42,-1.0,0.0,-1.0,0.0,5,5
tiger,0.9,1,5,250,32,43,3.8000000000000007,4.069397989875161,3.3200000000000003,4.730496802662485,5,5
tiger,0.9,1,5,250,32,44,-1.6600000000000001,7.452811550012519,-1.6000000000000005,7.445804187594513,5,5
tiger,0.9,1,5,250,32,45,-2.62,7.4990399385521345,-2.1999999999999997,7.493997598078078,5,5
tiger,0.9,1,5,250,32,46,-1.6600000000000001,7.452811550012519,-1.6000000000000005,7.445804187594513,5,5
tiger,0.9,1,5,250,32,47,-2.5,7.5,-2.5,7.5,5,5
tiger,0.9,1,5,250,32,48,-2.62,7.4990399385521345,-3.5199999999999996,7.430316278598105,5,5
tiger,0.9,1,5,250,32,49,-1.0,0.0,-3.2800000000000002,7.4593297286016265,5,5
tiger,0.9,1,5,250,33,0,-1.0,0.0,2.0,6.0,5,5
tiger,0.9,1,5,250,33,1,3.2,4.874423042781576,-1.0,0.0,5,5
tiger,0.9,1,5,250,33,2,-2.56,7.499759996159876,3.38,4.655706176295922,5,5
tiger,0.9,1,5,250,33,3,-1.6600000000000001,7.452811550012519,-2.98,7.484624239065044,5,5
tiger,0.9,1,5,250,33,4,-2.8,7.493997598078078,-2.1399999999999997,7.491355017618642,5,5
tiger,0.9,1,5,250,33,5,-2.38,7.4990399385521345,-1.9600000000000004,7.480534740244176,5,5
tiger,0.9,1,5,250,33,6,-2.9800000000000004,7.484624239065044,-3.3400000000000003,7.452811550012519,5,5
tiger,0.9,1,5,250,33,7,-1.42,7.421832657773955,-2.74,7.496159016456361,5,5
tiger,0.9,1,5,250,33,8,-1.6,7.445804187594514,-2.74,7.496159016456361,5,5
tiger,0.9,1,5,250,33,9,-2.1399999999999997,7.491355017618642,-1.42,7.421832657773955,5,5
tiger,0.9,1,5,250,33,10,-1.0,0.0,-2.9800000000000004,7.484624239065044,5,5
tiger,0.9,1,5,250,33,11,-7.059999999999999,5.954527689078287,-3.0400000000000005,7.480534740244176,5,5
tiger,0.9,1,5,250,33,12,-1.0,0.0,-2.74,7.496159016456361,5,5
tiger,0.9,1,5,250,33,13,2.12,5.908096140043763,-1.0,0.0,5,5
tiger,0.9,1,5,250,33,14,-3.5800000000000005,7.421832657773955,3.08,5.011347124277064,5,5
tiger,0.9,1,5,250,33,15,-2.1399999999999997,7.491355017618642,-1.0,0.0,5,5
tiger,0.9,1,5,250,33,16,-3.2799999999999994,7.459329728601626,2.8999999999999995,5.204805471869242,5,5
tiger,0.9,1,5,250,33,17,-2.74,7.496159016456361,-2.74,7.496159016456361,5,5
tiger,0.9,1,5,250,33,18,-2.1399999999999997,7.491355017618642,-1.54,7.438306258819948,5,5
tiger,0.9,1,5,250,33,19,-1.0,0.0,-1.0,0.0,5,5
tiger,0.9,1,5,250,33,20,1.7599999999999998,6.172714151813609,2.0600000000000005,5.954527689078287,5,5
tiger,0.9,1,5,250,33,21,-3.22,7.4653600047151105,-2.1999999999999997,7.493997598078078,5,5
tiger,0.9,1,5,250,33,22,-4.0,7.3484692283495345,-2.5,7.5,5,5
tiger,0.9,1,5,250,33,23,-1.0,0.0,-2.0199999999999996,7.484624239065044,5,5
tiger,0.9,1,5,250,33,24,2.42,5.660706669665899,-2.44,7.499759996159876,5,5
tiger,0.9,1,5,250,33,25,-2.0199999999999996,7.484624239065044,-1.7800000000000002,7.4653600047151105,5,5
tiger,0.9,1,5,250,33,26,-3.5799999999999996,7.421832657773955,-3.4600000000000004,7.438306258819948,5,5
tiger,0.9,1,5,250,33,27,-2.68,7.497839688870388,-2.0199999999999996,7.484624239065044,5,5
tiger,0.9,1,5,250,33,28,-1.7200000000000002,7.459329728601626,-2.0799999999999996,7.488230765674893,5,5
tiger,0.9,1,5,250,33,29,-1.6,7.445804187594514,-1.8999999999999995,7.475961476626268,5,5
tiger,0.9,1,5,250,33,30,-2.8000000000000003,7.493997598078078,-2.44,7.499759996159876,5,5
tiger,0.9,1,5,250,33,31,-3.16,7.470903559811223,-2.98,7.484624239065044,5,5
tiger,0.9,1,5,250,33,32,-1.5400000000000005,7.438306258819948,-2.38,7.4990399385521345,5,5
tiger,0.9,1,5,250,33,33,-2.2000000000000006,7.493997598078078,-2.1399999999999997,7.491355017618642,5,5
tiger,0.9,1,5,250,33,34,-2.8600000000000003,7.491355017618642,-2.56,7.499759996159876,5,5
tiger,0.9,1,5,250,33,35,-1.9600000000000004,7.480534740244176,-2.98,7.484624239065044,5,5
tiger,0.9,1,5,250,33,36,-2.0799999999999996,7.488230765674893,-2.56,7.499759996159876,5,5
tiger,0.9,1,5,250,33,37,-2.92,7.488230765674893,-1.9000000000000004,7.475961476626268,5,5
tiger,0.9,1,5,250,33,38,-1.5400000000000005,7.438306258819948,-2.68,7.497839688870388,5,5
tiger,0.9,1,5,250,33,39,-2.44,7.499759996159876,-3.88,7.371946825635681,5,5
tiger,0.9,1,5,250,33,40,-2.26,7.496159016456361,-2.62,7.4990399385521345,5,5
tiger,0.9,1,5,250,33,41,-2.62,7.4990399385521345,-2.32,7.497839688870388,5,5
tiger,0.9,1,5,250,33,42,-1.0,0.0,-2.44,7.499759996159876,5,5
tiger,0.9,1,5,250,33,43,2.4800000000000004,5.607994293863003,-1.3000000000000003,7.40337760755184,5,5
tiger,0.9,1,5,250,33,44,-1.0,0.0,-2.5,7.5,5,5
tiger,0.9,1,5,250,33,45,-7.48,5.607994293863003,-2.62,7.4990399385521345,5,5
tiger,0.9,1,5,250,33,46,-1.7800000000000002,7.4653600047151105,-1.0,0.0,5,5
tiger,0.9,1,5,250,33,47,-2.32,7.497839688870388,2.36,5.712302512997714,5,5
tiger,0.9,1,5,250,33,48,-1.0,0.0,-3.22,7.4653600047151105,5,5
tiger,0.9,1,5,250,33,49,2.78,5.326499788791885,-2.44,7.499759996159876,5,5
tiger,0.9,1,5,250,34,0,-1.0,7.3484692283495345,-0.6399999999999997,7.265700241545889,5,5
tiger,0.9,1,5,250,34,1,-1.8999999999999995,7.475961476626268,-2.0200000000000005,7.484624239065044,5,5
tiger,0.9,1,5,250,34,2,-2.74,7.496159016456361,-2.1999999999999997,7.493997598078078,5,5
tiger,0.9,1,5,250,34,3,-1.0,0.0,-3.16,7.470903559811223,5,5
tiger,0.9,1,5,250,34,4,2.3,5.762811813689564,-3.4600000000000004,7.438306258819948,5,5
tiger,0.9,1,5,250,34,5,-2.8000000000000003,7.493997598078078,-3.3400000000000003,7.452811550012519,5,5
tiger,0.9,1,5,250,34,6,-1.8400000000000003,7.470903559811223,-2.44,7.499759996159876,5,5
tiger,0.9,1,5,250,34,7,-1.9000000000000004,7.475961476626268,-1.42,7.421832657773955,5,5
tiger,0.9,1,5,250,34,8,-3.5199999999999996,7.430316278598105,-1.0,0.0,5,5
tiger,0.9,1,5,250,34,9,-1.7200000000000002,7.459329728601626,2.96,5.141828468550853,5,5
tiger,0.9,1,5,250,34,10,-2.0800000000000005,7.488230765674893,-3.5200000000000005,7.430316278598105,5,5
tiger,0.9,1,5,250,34,11,-2.0799999999999996,7.488230765674893,-2.9800000000000004,7.484624239065044,5,5
tiger,0.9,1,5,250,34,12,-2.32,7.497839688870388,-1.0,0.0,5,5
tiger,0.9,1,5,250,34,13,-2.26,7.496159016456361,-7.24,5.81226289838992,5,5
tiger,0.9,1,5,250,34,14,-1.8399999999999994,7.470903559811222,-1.54,7.438306258819948,5,5
tiger,0.9,1,5,250,34,15,-1.3599999999999999,7.41285370151064,-1.6,7.445804187594514,5,5
tiger,0.9,1,5,250,34,16,-1.2399999999999998,7.393402464359695,-2.68,7.497839688870388,5,5
tiger,0.9,1,5,250,34,17,-1.48,7.430316278598106,-1.0,0.0,5,5
tiger,0.9,1,5,250,34,18,-2.8600000000000003,7.491355017618642,3.1399999999999997,4.943723293227484,5,5
tiger,0.9,1,5,250,34,19,-2.5,7.5,-3.4600000000000004,7.438306258819948,5,5
tiger,0.9,1,5,250,34,20,-1.6,7.445804187594514,-3.0400000000000005,7.480534740244176,5,5
tiger,0.9,1,5,250,34,21,-2.74,7.496159016456361,-1.8400000000000003,7.470903559811223,5,5
tiger,0.9,1,5,250,34,22,-3.7000000000000006,7.40337760755184,-1.7800000000000002,7.4653600047151105,5,5
tiger,0.9,1,5,250,34,23,-1.9600000000000004,7.480534740244176,-2.2000000000000006,7.493997598078078,5,5
tiger,0.9,1,5,250,34,24,-1.8399999999999994,7.470903559811222,-1.7800000000000002,7.4653600047151105,5,5
tiger,0.9,1,5,250,34,25,-3.5799999999999996,7.421832657773955,-3.1,7.475961476626268,5,5
tiger,0.9,1,5,250,34,26,-3.04,7.480534740244176,-2.44,7.499759996159876,5,5
tiger,0.9,1,5,250,34,27,-3.4000000000000004,7.445804187594514,-1.0,0.0,5,5
tiger,0.9,1,5,250,34,28,-2.68,7.497839688870388,2.6599999999999997,5.442830146164769,5,5
tiger,0.9,1,5,250,34,29,-3.04,7.480534740244176,-2.9800000000000004,7.484624239065044,5,5
tiger,0.9,1,5,250,34,30,-2.1400000000000006,7.491355017618642,-3.1,7.475961476626268,5,5
tiger,0.9,1,5,250,34,31,-2.32,7.497839688870388,-2.68,7.497839688870388,5,5
tiger,0.9,1,5,250,34,32,-2.26,7.496159016456361,-2.74,7.496159016456361,5,5
tiger,0.9,1,5,250,34,33,-2.74,7.496159016456361,-1.0,0.0,5,5
tiger,0.9,1,5,250,34,34,-2.62,7.4990399385521345,3.4400000000000004,4.578908166801339,5,5
tiger,0.9,1,5,250,34,35,-1.0,0.0,-2.5,7.5,5,5
tiger,0.9,1,5,250,34,36,3.74,4.160817227420594,-1.0,0.0,5,5
tiger,0.9,1,5,250,34,37,-1.0,0.0,2.3600000000000003,5.712302512997714,5,5
tiger,0.9,1,5,250,34,38,2.1800000000000006,5.860682554105792,-2.68,7.497839688870388,5,5
tiger,0.9,1,5,250,34,39,-1.9600000000000004,7.480534740244176,-2.56,7.499759996159876,5,5
