,experiment,discount,horizon,c_sample,r_sample,run,t,r,std,q_r,q_std,q_sample,c_l,q_l
1675,tiger,0.9,1,5,250,33,25,-2.02,7.484624239065044,-1.7800000000000002,7.4653600047151105,5,0,0
1676,tiger,0.9,1,5,250,33,26,-3.58,7.421832657773955,-3.4600000000000004,7.438306258819948,5,0,0
1677,tiger,0.9,1,5,250,33,27,-2.68,7.497839688870388,-2.02,7.484624239065044,5,0,0
1678,tiger,0.9,1,5,250,33,28,-1.7200000000000002,7.459329728601626,-2.08,7.488230765674893,5,0,0
1679,tiger,0.9,1,5,250,33,29,-1.6,7.445804187594514,-1.8999999999999997,7.475961476626268,5,0,0
1680,tiger,0.9,1,5,250,33,30,-2.8000000000000003,7.493997598078078,-2.44,7.499759996159876,5,0,0
1681,tiger,0.9,1,5,250,33,31,-3.16,7.470903559811223,-2.98,7.484624239065044,5,0,0
1682,tiger,0.9,1,5,250,33,32,-1.5400000000000005,7.438306258819948,-2.38,7.4990399385521345,5,0,0
1683,tiger,0.9,1,5,250,33,33,-2.2000000000000006,7.493997598078078,-2.14,7.491355017618642,5,0,0
1684,tiger,0.9,1,5,250,33,34,-2.8600000000000003,7.491355017618642,-2.56,7.499759996159876,5,0,0
1685,tiger,0.9,1,5,250,33,35,-1.9600000000000004,7.480534740244176,-2.98,7.484624239065044,5,0,0
1686,tiger,0.9,1,5,250,33,36,-2.08,7.488230765674893,-2.56,7.499759996159876,5,0,0
1687,tiger,0.9,1,5,250,33,37,-2.92,7.488230765674893,-1.9000000000000004,7.475961476626268,5,0,0
1688,tiger,0.9,1,5,250,33,38,-1.5400000000000005,7.438306258819948,-2.68,7.497839688870388,5,0,0
1689,tiger,0.9,1,5,250,33,39,-2.44,7.499759996159876,-3.88,7.371946825635681,5,0,0
1690,tiger,0.9,1,5,250,33,40,-2.26,7.496159016456361,-2.62,7.4990399385521345,5,0,0
1691,tiger,0.9,1,5,250,33,41,-2.62,7.4990399385521345,-2.32,7.497839688870388,5,0,0
1692,tiger,0.9,1,5,250,33,42,-1.0,0.0,-2.44,7.499759996159876,5,0,0
1693,tiger,0.9,1,5,250,33,43,2.4800000000000004,5.607994293863003,-1.3000000000000005,7.40337760755184,5,0,0
1694,tiger,0.9,1,5,250,33,44,-1.0,0.0,-2.5,7.5,5,0,0
1695,tiger,0.9,1,5,250,33,45,-7.48,5.607994293863003,-2.62,7.4990399385521345,5,0,0
1696,tiger,0.9,1,5,250,33,46,-1.7800000000000002,7.4653600047151105,-1.0,0.0,5,0,0
1697,tiger,0.9,1,5,250,33,47,-2.32,7.497839688870388,2.36,5.712302512997714,5,0,0
1698,tiger,0.9,1,5,250,33,48,-1.0,0.0,-3.22,7.4653600047151105,5,0,0
1699,tiger,0.9,1,5,250,33,49,2.78,5.326499788791885,-2.44,7.499759996159876,5,0,0
1700,tiger,0.9,1,5,250,34,0,-1.0,7.3484692283495345,-0.6399999999999997,7.265700241545889,5,0,0
1701,tiger,0.9,1,5,250,34,1,-1.8999999999999997,7.475961476626268,-2.0200000000000005,7.484624239065044,5,0,0
1702,tiger,0.9,1,5,250,34,2,-2.74,7.496159016456361,-2.2,7.493997598078078,5,0,0
1703,tiger,0.9,1,5,250,34,3,-1.0,0.0,-3.16,7.470903559811223,5,0,0
1704,tiger,0.9,1,5,250,34,4,2.3,5.762811813689564,-3.4600000000000004,7.438306258819948,5,0,0
1705,tiger,0.9,1,5,250,34,5,-2.8000000000000003,7.493997598078078,-3.3400000000000003,7.452811550012519,5,0,0
1706,tiger,0.9,1,5,250,34,6,-1.8400000000000003,7.470903559811223,-2.44,7.499759996159876,5,0,0
1707,tiger,0.9,1,5,250,34,7,-1.9000000000000004,7.475961476626268,-1.42,7.421832657773955,5,0,0
1708,tiger,0.9,1,5,250,34,8,-3.52,7.430316278598105,-1.0,0.0,5,0,0
1709,tiger,0.9,1,5,250,34,9,-1.7200000000000002,7.459329728601626,2.96,5.141828468550853,5,0,0
1710,tiger,0.9,1,5,250,34,10,-2.0800000000000005,7.488230765674893,-3.5200000000000005,7.430316278598105,5,0,0
1711,tiger,0.9,1,5,250,34,11,-2.08,7.488230765674893,-2.9800000000000004,7.484624239065044,5,0,0
1712,tiger,0.9,1,5,250,34,12,-2.32,7.497839688870388,-1.0,0.0,5,0,0
1713,tiger,0.9,1,5,250,34,13,-2.26,7.496159016456361,-7.24,5.81226289838992,5,0,0
1714,tiger,0.9,1,5,250,34,14,-1.8399999999999996,7.470903559811222,-1.54,7.438306258819948,5,0,0
1715,tiger,0.9,1,5,250,34,15,-1.36,7.41285370151064,-1.6,7.445804187594514,5,0,0
1716,tiger,0.9,1,5,250,34,16,-1.2399999999999998,7.393402464359695,-2.68,7.497839688870388,5,0,0
1717,tiger,0.9,1,5,250,34,17,-1.48,7.430316278598106,-1.0,0.0,5,0,0
1718,tiger,0.9,1,5,250,34,18,-2.8600000000000003,7.491355017618642,3.14,4.943723293227484,5,0,0
1719,tiger,0.9,1,5,250,34,19,-2.5,7.5,-3.4600000000000004,7.438306258819948,5,0,0
1720,tiger,0.9,1,5,250,34,20,-1.6,7.445804187594514,-3.0400000000000005,7.480534740244176,5,0,0
1721,tiger,0.9,1,5,250,34,21,-2.74,7.496159016456361,-1.8400000000000003,7.470903559811223,5,0,0
1722,tiger,0.9,1,5,250,34,22,-3.7000000000000006,7.40337760755184,-1.7800000000000002,7.4653600047151105,5,0,0
1723,tiger,0.9,1,5,250,34,23,-1.9600000000000004,7.480534740244176,-2.2000000000000006,7.493997598078078,5,0,0
1724,tiger,0.9,1,5,250,34,24,-1.8399999999999996,7.470903559811222,-1.7800000000000002,7.4653600047151105,5,0,0
1725,tiger,0.9,1,5,250,34,25,-3.58,7.421832657773955,-3.1,7.475961476626268,5,0,0
1726,tiger,0.9,1,5,250,34,26,-3.04,7.480534740244176,-2.44,7.499759996159876,5,0,0
1727,tiger,0.9,1,5,250,34,27,-3.4000000000000004,7.445804187594514,-1.0,0.0,5,0,0
1728,tiger,0.9,1,5,250,34,28,-2.68,7.497839688870388,2.66,5.442830146164769,5,0,0
1729,tiger,0.9,1,5,250,34,29,-3.04,7.480534740244176,-2.9800000000000004,7.484624239065044,5,0,0
1730,tiger,0.9,1,5,250,34,30,-2.140000000000001,7.491355017618642,-3.1,7.475961476626268,5,0,0
1731,tiger,0.9,1,5,250,34,31,-2.32,7.497839688870388,-2.68,7.497839688870388,5,0,0
1732,tiger,0.9,1,5,250,34,32,-2.26,7.496159016456361,-2.74,7.496159016456361,5,0,0
1733,tiger,0.9,1,5,250,34,33,-2.74,7.496159016456361,-1.0,0.0,5,0,0
1734,tiger,0.9,1,5,250,34,34,-2.62,7.4990399385521345,3.4400000000000004,4.578908166801339,5,0,0
1735,tiger,0.9,1,5,250,34,35,-1.0,0.0,-2.5,7.5,5,0,0
1736,tiger,0.9,1,5,250,34,36,3.74,4.160817227420594,-1.0,0.0,5,0,0
1737,tiger,0.9,1,5,250,34,37,-1.0,0.0,2.3600000000000003,5.712302512997714,5,0,0
1738,tiger,0.9,1,5,250,34,38,2.1800000000000006,5.860682554105792,-2.68,7.497839688870388,5,0,0
1739,tiger,0.9,1,5,250,34,39,-1.9600000000000004,7.480534740244176,-2.56,7.499759996159876,5,0,0
1740,tiger,0.9,1,5,250,34,40,-2.9200000000000004,7.488230765674893,-1.9600000000000004,7.480534740244176,5,0,0
1741,tiger,0.9,1,5,250,34,41,-2.8600000000000003,7.491355017618642,-2.56,7.499759996159876,5,0,0
1742,tiger,0.9,1,5,250,34,42,-1.9600000000000004,7.480534740244176,-1.9600000000000004,7.480534740244176,5,0,0
1743,tiger,0.9,1,5,250,34,43,-1.9600000000000004,7.480534740244176,-1.1800000000000002,7.382926249123717,5,0,0
1744,tiger,0.9,1,5,250,34,44,-1.9600000000000004,7.480534740244176,-1.0,0.0,5,0,0
1745,tiger,0.9,1,5,250,34,45,-2.8000000000000003,7.493997598078078,2.66,5.442830146164769,5,0,0
1746,tiger,0.9,1,5,250,34,46,-3.4600000000000004,7.438306258819948,-2.38,7.4990399385521345,5,0,0
1747,tiger,0.9,1,5,250,34,47,-2.9200000000000004,7.488230765674893,-1.7800000000000002,7.4653600047151105,5,0,0
1748,tiger,0.9,1,5,250,34,48,-2.68,7.497839688870388,-1.0,0.0,5,0,0
1749,tiger,0.9,1,5,250,34,49,-1.7200000000000006,7.459329728601626,2.4800000000000004,5.607994293863003,5,0,0
1750,tiger,0.9,1,5,250,35,0,-0.7599999999999998,7.295368393713918,-1.0,0.0,5,0,0
1751,tiger,0.9,1,5,250,35,1,-2.2,7.493997598078078,3.92,3.877318661136843,5,0,0
1752,tiger,0.9,1,5,250,35,2,-2.32,7.497839688870388,-1.0,0.0,5,0,0
1753,tiger,0.9,1,5,250,35,3,-2.8000000000000003,7.493997598078078,2.8400000000000003,5.266345981798005,5,0,0
1754,tiger,0.9,1,5,250,35,4,-2.2,7.493997598078078,-0.94,7.335966194033339,5,0,0
1755,tiger,0.9,1,5,250,35,5,-3.3399999999999994,7.452811550012519,-1.9000000000000004,7.475961476626268,5,0,0
1756,tiger,0.9,1,5,250,35,6,-1.0,0.0,-2.32,7.497839688870388,5,0,0
1757,tiger,0.9,1,5,250,35,7,3.02,5.077361519529608,-1.48,7.430316278598106,5,0,0
1758,tiger,0.9,1,5,250,35,8,-2.68,7.497839688870388,-2.14,7.491355017618642,5,0,0
1759,tiger,0.9,1,5,250,35,9,-2.68,7.497839688870388,-1.8999999999999997,7.475961476626268,5,0,0
1760,tiger,0.9,1,5,250,35,10,-2.44,7.499759996159876,-2.56,7.499759996159876,5,0,0
1761,tiger,0.9,1,5,250,35,11,-0.8199999999999998,7.309418581528903,-1.7200000000000002,7.459329728601626,5,0,0
1762,tiger,0.9,1,5,250,35,12,-2.26,7.496159016456361,-2.5,7.5,5,0,0
1763,tiger,0.9,1,5,250,35,13,-1.0,0.0,-3.1000000000000005,7.475961476626268,5,0,0
1764,tiger,0.9,1,5,250,35,14,3.14,4.943723293227484,-2.08,7.488230765674893,5,0,0
1765,tiger,0.9,1,5,250,35,15,-2.62,7.4990399385521345,-2.68,7.497839688870388,5,0,0
1766,tiger,0.9,1,5,250,35,16,-2.8600000000000003,7.491355017618642,-1.0,0.0,5,0,0
1767,tiger,0.9,1,5,250,35,17,-1.0,0.0,-1.0,0.0,5,0,0
1768,tiger,0.9,1,5,250,35,18,2.420000000000001,5.6607066696659,-1.1800000000000002,7.382926249123717,5,0,0
1769,tiger,0.9,1,5,250,35,19,-1.7799999999999994,7.4653600047151105,-3.16,7.470903559811223,5,0,0
1770,tiger,0.9,1,5,250,35,20,-3.76,7.393402464359695,-2.38,7.4990399385521345,5,0,0
1771,tiger,0.9,1,5,250,35,21,-2.08,7.488230765674893,-3.1,7.475961476626268,5,0,0
1772,tiger,0.9,1,5,250,35,22,-1.0,0.0,-2.02,7.484624239065044,5,0,0
1773,tiger,0.9,1,5,250,35,23,1.2200000000000002,6.512418905445196,-2.74,7.496159016456361,5,0,0
1774,tiger,0.9,1,5,250,35,24,-2.5,7.5,-2.38,7.4990399385521345,5,0,0
1775,tiger,0.9,1,5,250,35,25,-1.66,7.452811550012519,-2.44,7.499759996159876,5,0,0
1776,tiger,0.9,1,5,250,35,26,-1.0,0.0,-1.8400000000000003,7.470903559811223,5,0,0
1777,tiger,0.9,1,5,250,35,27,2.66,5.442830146164769,-2.56,7.499759996159876,5,0,0
1778,tiger,0.9,1,5,250,35,28,-2.02,7.484624239065044,-3.7000000000000006,7.40337760755184,5,0,0
1779,tiger,0.9,1,5,250,35,29,-1.7799999999999994,7.4653600047151105,-3.4600000000000004,7.438306258819948,5,0,0
1780,tiger,0.9,1,5,250,35,30,-3.22,7.4653600047151105,-2.02,7.484624239065044,5,0,0
1781,tiger,0.9,1,5,250,35,31,-2.68,7.497839688870388,-3.4000000000000004,7.445804187594514,5,0,0
1782,tiger,0.9,1,5,250,35,32,-1.0,0.0,-2.56,7.499759996159876,5,0,0
1783,tiger,0.9,1,5,250,35,33,2.9,5.204805471869242,-2.08,7.488230765674893,5,0,0
1784,tiger,0.9,1,5,250,35,34,-1.0,0.0,-1.0,0.0,5,0,0
1785,tiger,0.9,1,5,250,35,35,2.0600000000000005,5.954527689078287,3.38,4.655706176295922,5,0,0
1786,tiger,0.9,1,5,250,35,36,-2.26,7.496159016456361,-1.0,0.0,5,0,0
1787,tiger,0.9,1,5,250,35,37,-3.8200000000000007,7.382926249123717,2.6600000000000006,5.442830146164769,5,0,0
1788,tiger,0.9,1,5,250,35,38,-2.5,7.5,-2.02,7.484624239065044,5,0,0
1789,tiger,0.9,1,5,250,35,39,-1.0,0.0,-2.74,7.496159016456361,5,0,0
1790,tiger,0.9,1,5,250,35,40,3.14,4.943723293227484,-3.04,7.480534740244176,5,0,0
1791,tiger,0.9,1,5,250,35,41,-1.0,0.0,-2.68,7.497839688870388,5,0,0
1792,tiger,0.9,1,5,250,35,42,2.8400000000000003,5.266345981798005,-1.7200000000000002,7.459329728601626,5,0,0
1793,tiger,0.9,1,5,250,35,43,-2.8000000000000003,7.493997598078078,-1.9000000000000004,7.475961476626268,5,0,0
1794,tiger,0.9,1,5,250,35,44,-2.74,7.496159016456361,-2.32,7.497839688870388,5,0,0
1795,tiger,0.9,1,5,250,35,45,-3.0400000000000005,7.480534740244176,-2.62,7.4990399385521345,5,0,0
1796,tiger,0.9,1,5,250,35,46,-2.02,7.484624239065044,-2.38,7.4990399385521345,5,0,0
1797,tiger,0.9,1,5,250,35,47,-1.0,0.0,-3.28,7.459329728601626,5,0,0
1798,tiger,0.9,1,5,250,35,48,3.02,5.077361519529608,-1.9000000000000004,7.475961476626268,5,0,0
1799,tiger,0.9,1,5,250,35,49,-1.0,0.0,-3.16,7.470903559811223,5,0,0
1800,tiger,0.9,1,5,250,36,0,-1.66,7.452811550012519,-0.0999999999999992,7.105631569396206,5,0,0
1801,tiger,0.9,1,5,250,36,1,-1.6000000000000003,7.445804187594513,-1.8999999999999997,7.475961476626268,5,0,0
1802,tiger,0.9,1,5,250,36,2,-2.8600000000000003,7.491355017618642,-0.2799999999999993,7.163909547167663,5,0,0
1803,tiger,0.9,1,5,250,36,3,-1.0,0.0,-2.86,7.491355017618642,5,0,0
1804,tiger,0.9,1,5,250,36,4,3.02,5.077361519529608,-1.9000000000000004,7.475961476626268,5,0,0
1805,tiger,0.9,1,5,250,36,5,-3.22,7.4653600047151105,-2.02,7.484624239065044,5,0,0
1806,tiger,0.9,1,5,250,36,6,-2.62,7.4990399385521345,-3.16,7.470903559811223,5,0,0
1807,tiger,0.9,1,5,250,36,7,-1.6,7.445804187594514,-1.48,7.430316278598106,5,0,0
1808,tiger,0.9,1,5,250,36,8,-1.0,0.0,-2.26,7.496159016456361,5,0,0
1809,tiger,0.9,1,5,250,36,9,2.66,5.442830146164769,-2.32,7.497839688870388,5,0,0
1810,tiger,0.9,1,5,250,36,10,-2.14,7.491355017618642,-1.7800000000000002,7.4653600047151105,5,0,0
1811,tiger,0.9,1,5,250,36,11,-1.0,0.0,-1.0,0.0,5,0,0
1812,tiger,0.9,1,5,250,36,12,2.3000000000000007,5.762811813689564,2.24,5.81226289838992,5,0,0
1813,tiger,0.9,1,5,250,36,13,-1.0,0.0,-2.0200000000000005,7.484624239065044,5,0,0
1814,tiger,0.9,1,5,250,36,14,2.0600000000000005,5.954527689078287,-1.6,7.445804187594514,5,0,0
1815,tiger,0.9,1,5,250,36,15,-1.0,0.0,-2.38,7.4990399385521345,5,0,0
1816,tiger,0.9,1,5,250,36,16,2.8400000000000003,5.266345981798005,-2.8600000000000003,7.491355017618642,5,0,0
1817,tiger,0.9,1,5,250,36,17,-2.2,7.493997598078078,-1.8399999999999996,7.470903559811222,5,0,0
1818,tiger,0.9,1,5,250,36,18,-3.3400000000000003,7.452811550012519,-2.9800000000000004,7.484624239065044,5,0,0
1819,tiger,0.9,1,5,250,36,19,-3.5200000000000005,7.430316278598105,-2.32,7.497839688870388,5,0,0
1820,tiger,0.9,1,5,250,36,20,-3.28,7.459329728601626,-2.0800000000000005,7.488230765674893,5,0,0
1821,tiger,0.9,1,5,250,36,21,-1.0,0.0,-3.7000000000000006,7.40337760755184,5,0,0
1822,tiger,0.9,1,5,250,36,22,2.48,5.607994293863003,-1.36,7.41285370151064,5,0,0
1823,tiger,0.9,1,5,250,36,23,-2.0800000000000005,7.488230765674893,-2.8000000000000003,7.493997598078078,5,0,0
1824,tiger,0.9,1,5,250,36,24,-2.14,7.491355017618642,-2.44,7.499759996159876,5,0,0
1825,tiger,0.9,1,5,250,36,25,-1.0,0.0,-2.44,7.499759996159876,5,0,0
1826,tiger,0.9,1,5,250,36,26,2.6,5.499090833947008,-1.9000000000000004,7.475961476626268,5,0,0
1827,tiger,0.9,1,5,250,36,27,-2.62,7.4990399385521345,-3.5800000000000005,7.421832657773955,5,0,0
1828,tiger,0.9,1,5,250,36,28,-3.04,7.480534740244176,-1.0,0.0,5,0,0
1829,tiger,0.9,1,5,250,36,29,-2.38,7.4990399385521345,3.26,4.803373814310104,5,0,0
1830,tiger,0.9,1,5,250,36,30,-2.68,7.497839688870388,-1.9600000000000004,7.480534740244176,5,0,0
1831,tiger,0.9,1,5,250,36,31,-2.74,7.496159016456361,-1.54,7.438306258819948,5,0,0
1832,tiger,0.9,1,5,250,36,32,-2.62,7.4990399385521345,-1.0,0.0,5,0,0
1833,tiger,0.9,1,5,250,36,33,-2.08,7.488230765674893,3.5,4.5,5,0,0
1834,tiger,0.9,1,5,250,36,34,-3.1,7.475961476626268,-1.8400000000000003,7.470903559811223,5,0,0
1835,tiger,0.9,1,5,250,36,35,-1.7200000000000002,7.459329728601626,-3.3400000000000003,7.452811550012519,5,0,0
1836,tiger,0.9,1,5,250,36,36,-2.32,7.497839688870388,-1.8999999999999997,7.475961476626268,5,0,0
1837,tiger,0.9,1,5,250,36,37,-1.7200000000000002,7.459329728601626,-2.8000000000000003,7.493997598078078,5,0,0
1838,tiger,0.9,1,5,250,36,38,-2.8000000000000003,7.493997598078078,-2.56,7.499759996159876,5,0,0
1839,tiger,0.9,1,5,250,36,39,-1.0,0.0,-2.02,7.484624239065044,5,0,0
1840,tiger,0.9,1,5,250,36,40,2.1800000000000006,5.860682554105792,-1.8400000000000003,7.470903559811223,5,0,0
1841,tiger,0.9,1,5,250,36,41,-1.0,0.0,-1.7800000000000002,7.4653600047151105,5,0,0
1842,tiger,0.9,1,5,250,36,42,2.8400000000000003,5.266345981798005,-2.98,7.484624239065044,5,0,0
1843,tiger,0.9,1,5,250,36,43,-2.32,7.497839688870388,-1.36,7.41285370151064,5,0,0
1844,tiger,0.9,1,5,250,36,44,-2.62,7.4990399385521345,-2.9200000000000004,7.488230765674893,5,0,0
1845,tiger,0.9,1,5,250,36,45,-2.2,7.493997598078078,-2.5,7.5,5,0,0
1846,tiger,0.9,1,5,250,36,46,-1.0,0.0,-1.06,7.360461942025107,5,0,0
1847,tiger,0.9,1,5,250,36,47,2.8999999999999995,5.204805471869242,-2.8600000000000003,7.491355017618642,5,0,0
1848,tiger,0.9,1,5,250,36,48,-3.1000000000000005,7.475961476626268,-1.0,0.0,5,0,0
1849,tiger,0.9,1,5,250,36,49,-2.98,7.484624239065044,3.62,4.33538925588003,5,0,0
1850,tiger,0.9,1,5,250,37,0,2.12,5.908096140043763,-1.0,0.0,5,0,0
1851,tiger,0.9,1,5,250,37,1,-1.0,0.0,2.1800000000000006,5.860682554105792,5,0,0
1852,tiger,0.9,1,5,250,37,2,3.3200000000000003,4.730496802662485,-3.4599999999999995,7.438306258819948,5,0,0
1853,tiger,0.9,1,5,250,37,3,-1.7200000000000002,7.459329728601626,-2.56,7.499759996159876,5,0,0
1854,tiger,0.9,1,5,250,37,4,-1.7800000000000002,7.4653600047151105,-1.66,7.452811550012519,5,0,0
1855,tiger,0.9,1,5,250,37,5,-1.7800000000000002,7.4653600047151105,-3.4000000000000004,7.445804187594514,5,0,0
1856,tiger,0.9,1,5,250,37,6,-2.26,7.496159016456361,-3.4000000000000004,7.445804187594514,5,0,0
1857,tiger,0.9,1,5,250,37,7,-2.68,7.497839688870388,-2.56,7.499759996159876,5,0,0
1858,tiger,0.9,1,5,250,37,8,-2.62,7.4990399385521345,-1.0,0.0,5,0,0
1859,tiger,0.9,1,5,250,37,9,-3.3400000000000003,7.452811550012519,3.02,5.077361519529608,5,0,0
1860,tiger,0.9,1,5,250,37,10,-2.8000000000000003,7.493997598078078,-3.0400000000000005,7.480534740244176,5,0,0
1861,tiger,0.9,1,5,250,37,11,-1.8400000000000003,7.470903559811223,-3.16,7.470903559811223,5,0,0
1862,tiger,0.9,1,5,250,37,12,-2.26,7.496159016456361,-1.0,0.0,5,0,0
1863,tiger,0.9,1,5,250,37,13,-3.22,7.4653600047151105,2.12,5.908096140043763,5,0,0
1864,tiger,0.9,1,5,250,37,14,-2.32,7.497839688870388,-3.4000000000000004,7.445804187594514,5,0,0
1865,tiger,0.9,1,5,250,37,15,-3.1,7.475961476626268,-2.44,7.499759996159876,5,0,0
1866,tiger,0.9,1,5,250,37,16,-2.38,7.4990399385521345,-2.62,7.4990399385521345,5,0,0
1867,tiger,0.9,1,5,250,37,17,-2.38,7.4990399385521345,-2.9800000000000004,7.484624239065044,5,0,0
1868,tiger,0.9,1,5,250,37,18,-1.36,7.41285370151064,-2.26,7.496159016456361,5,0,0
1869,tiger,0.9,1,5,250,37,19,-2.9800000000000004,7.484624239065044,-1.0,0.0,5,0,0
1870,tiger,0.9,1,5,250,37,20,-3.0400000000000005,7.480534740244176,1.64,6.253830825981784,5,0,0
1871,tiger,0.9,1,5,250,37,21,-1.0,0.0,-2.56,7.499759996159876,5,0,0
1872,tiger,0.9,1,5,250,37,22,2.48,5.607994293863003,-2.5,7.5,5,0,0
1873,tiger,0.9,1,5,250,37,23,-1.0,0.0,-3.58,7.421832657773955,5,0,0
1874,tiger,0.9,1,5,250,37,24,2.72,5.385313361356051,-2.62,7.4990399385521345,5,0,0
1875,tiger,0.9,1,5,250,37,25,-2.74,7.496159016456361,-2.26,7.496159016456361,5,0,0
1876,tiger,0.9,1,5,250,37,26,-2.5,7.5,-2.68,7.497839688870388,5,0,0
1877,tiger,0.9,1,5,250,37,27,-1.7800000000000002,7.4653600047151105,-2.08,7.488230765674893,5,0,0
1878,tiger,0.9,1,5,250,37,28,-2.38,7.4990399385521345,-2.38,7.4990399385521345,5,0,0
1879,tiger,0.9,1,5,250,37,29,-1.66,7.452811550012519,-2.56,7.499759996159876,5,0,0
1880,tiger,0.9,1,5,250,37,30,-3.82,7.382926249123717,-1.9000000000000004,7.475961476626268,5,0,0
1881,tiger,0.9,1,5,250,37,31,-1.9599999999999995,7.480534740244176,-3.1600000000000006,7.470903559811222,5,0,0
1882,tiger,0.9,1,5,250,37,32,-1.0,0.0,-1.9600000000000004,7.480534740244176,5,0,0
1883,tiger,0.9,1,5,250,37,33,3.2,4.874423042781576,-1.9599999999999995,7.480534740244176,5,0,0
1884,tiger,0.9,1,5,250,37,34,-2.8000000000000003,7.493997598078078,-3.4600000000000004,7.438306258819948,5,0,0
1885,tiger,0.9,1,5,250,37,35,-1.0,0.0,-2.32,7.497839688870388,5,0,0
1886,tiger,0.9,1,5,250,37,36,2.48,5.607994293863003,-2.74,7.496159016456361,5,0,0
1887,tiger,0.9,1,5,250,37,37,-1.0,0.0,-2.8000000000000003,7.493997598078078,5,0,0
1888,tiger,0.9,1,5,250,37,38,2.24,5.81226289838992,-2.68,7.497839688870388,5,0,0
1889,tiger,0.9,1,5,250,37,39,-1.6,7.445804187594514,-2.26,7.496159016456361,5,0,0
1890,tiger,0.9,1,5,250,37,40,-2.74,7.496159016456361,-1.0,0.0,5,0,0
1891,tiger,0.9,1,5,250,37,41,-2.2,7.493997598078078,-1.0,0.0,5,0,0
1892,tiger,0.9,1,5,250,37,42,-1.7200000000000002,7.459329728601626,-2.74,7.496159016456361,5,0,0
1893,tiger,0.9,1,5,250,37,43,-2.26,7.496159016456361,-2.38,7.4990399385521345,5,0,0
1894,tiger,0.9,1,5,250,37,44,-2.56,7.499759996159876,-2.92,7.488230765674893,5,0,0
1895,tiger,0.9,1,5,250,37,45,-3.28,7.459329728601626,-2.44,7.499759996159876,5,0,0
1896,tiger,0.9,1,5,250,37,46,-2.74,7.496159016456361,-1.06,7.360461942025107,5,0,0
1897,tiger,0.9,1,5,250,37,47,-2.14,7.491355017618642,-2.56,7.499759996159876,5,0,0
1898,tiger,0.9,1,5,250,37,48,-3.0400000000000005,7.480534740244176,-1.0,0.0,5,0,0
1899,tiger,0.9,1,5,250,37,49,-2.62,7.4990399385521345,3.4400000000000004,4.578908166801339,5,0,0
1900,tiger,0.9,1,5,250,38,0,2.0600000000000005,5.954527689078287,2.3000000000000007,5.762811813689564,5,0,0
1901,tiger,0.9,1,5,250,38,1,-1.2400000000000002,7.393402464359694,-2.44,7.499759996159876,5,0,0
1902,tiger,0.9,1,5,250,38,2,-1.0,0.0,-2.8600000000000003,7.491355017618642,5,0,0
1903,tiger,0.9,1,5,250,38,3,2.0,6.0,-2.62,7.4990399385521345,5,0,0
1904,tiger,0.9,1,5,250,38,4,-1.0,0.0,-1.0,0.0,5,0,0
1905,tiger,0.9,1,5,250,38,5,3.08,5.011347124277064,3.08,5.011347124277064,5,0,0
1906,tiger,0.9,1,5,250,38,6,-2.5,7.5,-1.9600000000000004,7.480534740244176,5,0,0
1907,tiger,0.9,1,5,250,38,7,-2.2,7.493997598078078,-1.9000000000000004,7.475961476626268,5,0,0
1908,tiger,0.9,1,5,250,38,8,-2.68,7.497839688870388,-2.56,7.499759996159876,5,0,0
1909,tiger,0.9,1,5,250,38,9,-2.62,7.4990399385521345,-2.62,7.4990399385521345,5,0,0
1910,tiger,0.9,1,5,250,38,10,-2.9200000000000004,7.488230765674893,-2.2,7.493997598078078,5,0,0
1911,tiger,0.9,1,5,250,38,11,-3.1,7.475961476626268,-1.0,0.0,5,0,0
1912,tiger,0.9,1,5,250,38,12,-2.62,7.4990399385521345,2.12,5.908096140043763,5,0,0
1913,tiger,0.9,1,5,250,38,13,-1.0,0.0,-1.0,0.0,5,0,0
1914,tiger,0.9,1,5,250,38,14,2.420000000000001,5.6607066696659,3.08,5.011347124277064,5,0,0
1915,tiger,0.9,1,5,250,38,15,-2.26,7.496159016456361,-1.0,0.0,5,0,0
1916,tiger,0.9,1,5,250,38,16,-2.92,7.488230765674893,2.66,5.442830146164769,5,0,0
1917,tiger,0.9,1,5,250,38,17,-2.56,7.499759996159876,-1.06,7.360461942025107,5,0,0
1918,tiger,0.9,1,5,250,38,18,-2.8000000000000003,7.493997598078078,-1.7200000000000002,7.459329728601626,5,0,0
1919,tiger,0.9,1,5,250,38,19,-2.2,7.493997598078078,-1.7199999999999993,7.459329728601626,5,0,0
1920,tiger,0.9,1,5,250,38,20,-1.0,0.0,-1.3000000000000005,7.40337760755184,5,0,0
1921,tiger,0.9,1,5,250,38,21,2.8400000000000003,5.266345981798005,-1.0,0.0,5,0,0
1922,tiger,0.9,1,5,250,38,22,-2.74,7.496159016456361,3.02,5.077361519529608,5,0,0
1923,tiger,0.9,1,5,250,38,23,-1.7800000000000002,7.4653600047151105,-2.32,7.497839688870388,5,0,0
1924,tiger,0.9,1,5,250,38,24,-1.9000000000000004,7.475961476626268,-1.0,0.0,5,0,0
1925,tiger,0.9,1,5,250,38,25,-3.880000000000001,7.371946825635682,-1.0,0.0,5,0,0
1926,tiger,0.9,1,5,250,38,26,-2.02,7.484624239065044,4.94,0.94678403028357,5,0,0
1927,tiger,0.9,1,5,250,38,27,-1.7800000000000002,7.4653600047151105,-1.0,0.0,5,0,0
